epoch,datetime_utc,open,high,low,close
1768075200,2026-01-10 20:00:00,249516.25,252290.03,249086.52,250630.19
1768089600,2026-01-11 00:00:00,250632.9,251502.68,247333.62,248225.49
1768104000,2026-01-11 04:00:00,248202.77,249930.67,246432.99,248519.73
1768118400,2026-01-11 08:00:00,248498.17,249204.17,245555.87,246327.92
1768132800,2026-01-11 12:00:00,246337.2,248414.18,245706.28,247280.69
1768147200,2026-01-11 16:00:00,247253.69,250587.46,246745.88,247030.6
1768161600,2026-01-11 20:00:00,247027.99,248372.68,245725.67,246921.42
1768176000,2026-01-12 00:00:00,246914.77,252297.47,246593.61,252137.81
1768190400,2026-01-12 04:00:00,252158.03,252944.63,248245.51,250049.87
1768204800,2026-01-12 08:00:00,250075.78,252423.4,249038.49,250825.79
1768219200,2026-01-12 12:00:00,250829.7,255411.09,250203.67,254939.06
1768233600,2026-01-12 16:00:00,254982.91,257473.83,252788.9,256504.48
1768248000,2026-01-12 20:00:00,256505.39,258449.41,255153.75,257213.75
1768262400,2026-01-13 00:00:00,257233.46,260714.34,256921.76,257972.18
1768276800,2026-01-13 04:00:00,257971.57,258145.76,252102.99,254918.1
1768291200,2026-01-13 08:00:00,254908.89,258884.9,252029.42,257951.85
1768305600,2026-01-13 12:00:00,257950.17,261058.46,257051.03,257929.3
1768320000,2026-01-13 16:00:00,257930.15,260351.43,254557.98,257003.96
1768334400,2026-01-13 20:00:00,256971.13,261314.27,254603.98,254775.97
1768348800,2026-01-14 00:00:00,254789.54,258853.16,253214.29,256764.29
1768363200,2026-01-14 04:00:00,256793.1,261373.96,255834.76,260488.81
1768377600,2026-01-14 08:00:00,260506.15,261576.56,256013.06,257225.28
1768392000,2026-01-14 12:00:00,257196.19,257423.89,253071.19,254599.74
1768406400,2026-01-14 16:00:00,254643.85,256930.87,252357.57,255777.15
1768420800,2026-01-14 20:00:00,255780.42,259530.4,255477.52,257609.8
1768435200,2026-01-15 00:00:00,257627.87,258433.86,254086.72,254135.12
1768449600,2026-01-15 04:00:00,254118.81,256547.73,251835.75,255884.92
1768464000,2026-01-15 08:00:00,255880.42,256597.11,252362.32,253942.22
1768478400,2026-01-15 12:00:00,253961.19,254384.7,248160.33,249082.54
1768492800,2026-01-15 16:00:00,249081.64,250790.81,248322.18,249607.37
1768507200,2026-01-15 20:00:00,249613.54,253486.21,249276.9,251177.69
1768521600,2026-01-16 00:00:00,251171.91,253900.74,247622.82,248268.81
1768536000,2026-01-16 04:00:00,248232.23,250396.29,247305.82,250115.22
1768550400,2026-01-16 08:00:00,250112.98,253172.8,249422.75,249889.38
1768564800,2026-01-16 12:00:00,249866.47,250029.48,243976.44,245132.21
1768579200,2026-01-16 16:00:00,245137.66,245448.05,238673.73,240529.81
1768593600,2026-01-16 20:00:00,240504.72,242566.17,239673.13,240012.56
1768608000,2026-01-17 00:00:00,240010.87,243224.03,239266.28,240790.56
1768622400,2026-01-17 04:00:00,240793.05,244537.24,240464.7,243375.17
1768636800,2026-01-17 08:00:00,243407.63,244493.33,242136.99,242604.28
1768651200,2026-01-17 12:00:00,242621.25,244791.42,239709.36,239924.26
1768665600,2026-01-17 16:00:00,239874.62,241087.07,237442.2,238036.5
1768680000,2026-01-17 20:00:00,238048.9,241229.99,236904.15,240081.94
1768694400,2026-01-18 00:00:00,240072.79,243036.78,239829.27,242022
1768708800,2026-01-18 04:00:00,242000.67,243132.98,240314.11,242815.27
1768723200,2026-01-18 08:00:00,242815.01,243218.5,240964.22,241833.85
1768737600,2026-01-18 12:00:00,241824.31,242510.85,239453.89,241959.26
1768752000,2026-01-18 16:00:00,241971.08,247378.34,241809.98,245619.08
